id,number_of_bedrooms,number_of_bathrooms,living area,lot area,Price
6762828295,2,1,820,6200,274000
6762828346,4,2.5,1870,5692,272000
6762828478,3,1.5,1950,7560,269950
6762828527,4,1.75,1420,7500,268500
6762828659,3,2.75,1120,881,265000
6762828712,3,2.25,1370,7087,264500
6762829092,2,1,700,8100,254950
6762829329,3,1.5,1090,5000,249950
6762829731,2,1,1210,9375,239000
6762829732,2,1.5,680,772,239000
6762829754,2,1,1370,11584,237600
6762829873,3,2,1510,9153,234950
6762829998,3,1.5,1500,11616,230000
6762829999,3,2.5,1340,3011,230000
6762830166,3,2.5,1590,8449,225000
6762830288,3,1,1000,6020,220000
6762830289,3,1.5,1600,10548,220000
6762831073,3,1,980,9135,185000
6762810040,3,3.25,5020,12431,3600000
6762810492,5,4.5,5220,67319,1570000
6762810675,3,1.25,2400,6653,1390000
6762811574,5,3.25,4115,7910,988830
6762812038,3,2.5,2930,9280,905000
6762812264,4,2.25,2380,4876,875000
6762812344,3,1.5,1530,10827,865000
6762812495,4,2.25,2330,10451,850000
6762812841,4,2.75,2990,6626,814950
6762812883,3,2,2390,9800,810000
6762813341,5,1,1750,3861,774900
6762813381,3,2.25,1870,1900,770000
6762813588,4,2.5,2660,8469,751305
6762813592,3,2.5,3380,9528,751000
6762814109,3,2.25,2190,2416,719950
6762814602,4,2.5,2370,10513,688100
6762815297,4,2,2850,4497,650000
6762815390,4,2.5,2390,9638,645500
6762815435,6,5.25,3600,3960,643500
6762816161,4,2.5,2180,4000,607010
6762816431,4,2.5,2350,7245,598850
6762816515,3,1,1320,5000,594000
6762816627,3,1.5,1390,5040,589000
6762816827,3,3.25,1490,857,580000
6762817180,5,2.75,2730,5820,565997
6762817221,5,3.25,2860,20790,565000
6762817771,3,1.75,2000,6130,549000
6762817986,3,1.75,1680,4240,540000
6762817987,5,2.5,3370,4850,540000
6762818233,2,1.5,1260,6660,531000
6762818292,4,2.25,2240,8376,530000
6762818482,5,3.25,3960,321908,525000
6762818759,4,2.5,2890,7306,515000
6762818881,3,2.5,2540,40106,510000
6762818882,5,2,2740,3838,510000
6762818928,2,2.5,1590,1485,509500
6762819006,2,1,1250,5040,505000
6762819512,4,2.25,2020,4960,490000
6762819802,3,2.5,2360,9005,480000
6762819992,2,2.5,1620,14467,475000
6762819993,4,2.25,1970,7532,475000
6762820401,2,2,1540,7290,462500
6762820521,3,2,1690,16061,459800
6762820583,3,1.75,2820,8879,456700
6762820864,2,1,1180,6000,450000
6762821102,4,2,1700,21780,445000
6762821685,3,1.75,1810,7300,430000
6762821914,4,2.25,2660,11200,425000
6762822027,4,2.5,2550,8824,422500
6762822255,3,2.5,1800,5372,416000
6762823006,3,2.5,1430,1250,399000
6762824287,3,1.75,1290,7205,365000
6762824402,3,2.5,1630,11592,360400
6762824515,3,2.5,1980,7800,359950
6762824684,2,1,1250,4558,355000
6762824807,3,2.5,2090,3002,352000
6762825182,3,1.5,1030,6969,345000
6762825270,3,1.5,1280,5525,342450
6762825455,4,2.5,2840,8746,339000
6762825698,5,1.75,1240,8936,333000
6762826299,3,1.5,1240,1221,320000
6762826300,3,1,1340,5175,320000
6762826523,3,2,1660,11135,315000
6762826820,4,2.25,1960,12243,308000
6762826845,3,2,1790,7259,307000
6762827146,3,1,950,4760,300000
6762827210,3,2.5,1570,2577,299950
6762827277,2,2.5,1400,1262,299000
6762827462,3,1,1020,7650,293000
6762828067,3,1,1520,8055,279000
6762828115,3,2.5,2620,4558,277500
6762828229,3,1,1370,17859,275000
6762828544,3,1.75,1600,7711,268000
6762828588,3,2.5,1810,4113,266490
6762829048,4,1.75,960,8863,255000
6762829049,2,1,620,4760,255000
6762829157,4,1.75,1940,13370,252000
6762829262,3,3,2300,7701,250000
6762829263,3,1,1100,7470,250000
6762829264,3,2,1470,12096,250000
6762830167,3,1.5,1390,12500,225000
6762830347,3,1,1080,5000,219000
6762830575,4,2.25,1500,5393,210000
6762830576,3,1.5,1400,9600,210000
6762831372,3,1.5,990,8925,158000
6762831379,1,1,870,26326,157000
6762831500,2,1,830,7609,135000
6762810142,4,3.75,4090,24825,2400000
6762810146,4,2.5,3220,20251,2380000
6762811367,3,3,3490,4500,1050000
6762811470,4,3.5,3350,3752,1010000
6762811518,3,2.75,2830,505166,999000
6762811711,3,2.5,2010,6857,960000
6762812075,2,1,1240,5500,900000
6762812597,4,2.5,3420,7462,839900
6762813148,4,2.5,2680,8778,788000
6762813382,3,1,2230,3200,770000
6762813791,3,2.5,2710,18480,740000
6762814125,3,1.75,2280,3446,718000
6762814251,4,1.75,2000,6000,710000
6762814305,4,2,1820,5001,705000
6762814380,3,2.5,2350,4975,700000
6762814572,3,2,1770,1800,690000
6762814948,3,1.75,2130,20423,667500
6762815110,4,2,1980,23625,659000
6762816072,1,2.25,1220,2100,611900
6762816271,4,2.5,2080,5562,601000
6762816486,4,2.5,2100,3125,595000
6762816904,4,2.5,2630,6100,576925
6762817087,3,2.25,2180,9246,570000
6762817658,3,1.75,1880,45738,550000
6762817911,3,2.5,1920,1649,542500
6762818293,3,2.5,2030,10958,530000
6762818359,2,1,1260,5100,528000
6762818483,4,1.5,1430,6380,525000
6762818621,5,1.75,2040,5280,520000
6762818652,3,3,2390,1210,519500
6762818691,3,1,1190,7000,517500
6762818760,3,2.5,2430,4203,515000
6762818761,3,1.75,1810,5733,515000
6762818940,4,1.5,1800,6750,508500
6762818968,3,2.5,2100,9040,506400
6762819384,5,1,1810,11205,495000
6762820312,4,2.5,2300,7314,465000
6762820477,2,1.5,1820,7800,460000
6762821275,3,2.5,1440,5434,440000
6762821915,3,1,1180,3750,425000
6762821916,4,1.75,1980,8400,425000
6762822331,3,1,1630,8146,415000
6762822332,3,1.75,1640,6435,415000
6762822333,3,1.5,1090,8400,415000
6762822413,2,1,920,4400,412133
6762823070,3,1.75,1640,11730,397000
6762823209,3,1.75,1540,8925,392500
6762823234,3,2,1450,9132,391500
6762823598,2,1.5,1070,877,382000
6762823784,2,2.5,1700,2513,378000
6762823910,3,2.5,1930,6180,375000
6762823911,3,2.5,1600,2042,375000
6762824241,4,2.5,2030,4499,365500
6762824685,3,2.5,1810,3192,355000
6762824808,4,2.5,2650,6366,352000
6762825365,3,2.25,2580,7434,340000
6762825699,3,1.5,1260,5758,333000
6762826061,4,2.5,2280,9899,325000
6762826524,3,1.5,1700,8067,315000
6762826598,3,1.75,1610,7350,313500
6762826643,3,2.5,2280,6386,312000
6762827278,3,2.5,1850,4600,299000
6762827447,3,1.5,2060,15050,294000
6762827577,1,2,1240,4800,290000
6762827578,1,1,550,5700,290000
6762827579,3,1,1470,8200,290000
6762828510,2,1.5,1010,6000,269000
6762828751,4,2.75,1500,7036,262500
6762829158,3,2,1540,7210,252000
6762829265,3,2,1430,7280,250000
6762829363,4,1,1200,7552,249000
6762829442,3,2.5,1650,6675,246000
6762829663,2,1.5,1078,1263,240000
6762829907,3,2,1400,9177,233000
6762830447,3,1,1690,7700,215000
6762830671,4,2,1720,7560,206000
6762830745,3,1.5,1370,7500,203000
6762830928,2,1,800,5280,195000
6762830958,2,1,680,8640,193000
6762830996,3,1,1200,8316,190000
6762831074,2,1,1390,11340,185000
6762831256,2,1,810,9882,170000
6762810063,3,2.5,3930,55867,3070000
6762810144,4,4,6330,13296,2390000
6762810399,5,4.25,4830,11466,1680000
6762810579,4,2.5,3030,10189,1470000
6762811129,4,3.25,4400,262666,1150000
6762811562,4,2.5,3140,11049,990000
6762811701,5,2.75,2590,6120,961000
6762811951,3,2.75,2590,223027,920000
6762812160,4,2.5,3370,7200,890000
6762812218,5,3.5,4600,8764,880000
6762812857,5,4.25,3970,4500,811500
6762812911,4,2.75,3340,7230,808000
6762812933,5,3,2350,6480,805000
6762812934,4,3,3350,23781,805000
6762813383,4,2.25,2730,5000,770000
6762813696,4,2.5,2370,2971,749950
6762814381,2,1.75,1679,577605,700000
6762814573,4,2,2230,5000,690000
6762815298,5,3.5,3960,25245,650000
6762815353,3,3,3730,383328,649500
6762815805,2,2.25,1390,916,625000
6762815971,3,3.5,2490,2722,616950
6762816828,2,1,1040,3200,580000
6762817360,4,2,2720,8819,560000
6762817361,3,2,2090,15790,560000
6762818193,5,2,2280,3600,534000
6762818548,3,2.25,2140,6720,524000
6762819152,5,3,3720,25474,500000
6762819328,4,2.25,2020,8400,496600
6762819513,3,1.75,1560,9247,490000
6762819863,2,2.25,1330,1380,479000
6762820478,4,2,2090,40419,460000
6762820579,2,1.75,2060,7192,457000
6762820645,2,2,1350,1209,455000
6762820742,4,1.5,1580,7350,452000
6762821048,3,1.75,1880,9360,445500
6762821103,3,2.25,1850,4050,445000
6762821276,3,1,1610,5500,440000
6762821361,4,2.5,2470,385506,438950
6762821507,2,2.5,1560,1222,435000
6762821582,3,1.75,1470,7350,432500
6762822047,4,2.25,1310,8400,421000
6762822188,2,1,720,4592,419000
6762822201,4,2.5,2906,5893,418395
6762822505,3,2,1410,8088,410000
6762823036,3,1,1480,6550,398000
6762823402,3,3.25,1370,915,388000
6762823506,3,2.25,1680,8450,385000
6762823507,4,2.5,2560,6238,385000
6762823912,3,1.75,1430,10574,375000
6762824099,3,2.75,1750,9166,370000
6762824236,4,2.75,2020,8093,366000
6762824288,4,1,1520,80150,365000
6762824516,4,3.5,2690,5564,359950
6762824686,3,2.25,2550,9674,355000
6762824927,3,1.5,1550,40752,350000
6762825052,2,1.75,1250,1208,349000
6762825283,4,2.5,2380,7792,342000
6762825366,3,1.75,3400,46382,340000
6762825485,4,3,2090,7500,338000
6762825912,3,2.25,2450,6500,329000
6762826234,3,2.5,2020,4183,321000
6762826411,3,2.75,2770,3809,317625
6762826525,3,2.5,1410,1325,315000
6762826936,3,2.5,2100,6825,305000
6762827147,3,2.25,1760,5421,300000
6762827325,2,1.75,1280,37373,297000
6762827326,4,1.75,1790,5341,297000
6762827448,3,2,1650,11256,294000
6762827489,4,2.75,2910,7712,292000
6762827580,4,1.75,1990,18900,290000
6762827977,3,1.75,1770,8240,280000
6762828347,4,2.5,2789,3960,272000
6762828752,2,1.5,1140,14373,262500
6762829342,3,1.75,1380,14000,249900
6762830000,2,2,1260,10200,230000
6762830036,2,1.5,1160,1848,229950
6762830369,3,2.25,1610,7084,218000
6762830494,2,1,1000,10200,213000
6762830672,2,2.5,1280,1566,206000
6762830706,3,2.5,1870,3118,205000
6762830759,3,1.5,1420,9081,202000
6762830997,3,1.75,1100,9452,190000
6762830998,2,1,880,6900,190000
6762831075,3,1.5,1280,4031,185000
6762831149,2,1,1100,7323,179950
6762810305,4,4.5,4510,12873,1820000
6762810415,6,3.5,4010,16200,1650000
6762810744,4,4,5050,202554,1340000
6762811130,3,2.75,3230,5432,1150000
6762811232,5,3,4090,12850,1100000
6762811280,5,3.5,3230,7560,1080000
6762811771,4,2.75,2500,20000,950000
6762811772,4,2.5,3700,7051,950000
6762812191,3,3.25,2640,16090,885000
6762812219,4,1.75,2510,5800,880000
6762812536,4,3.5,3020,12750,845800
6762812993,3,1.75,1510,3600,800000
6762813504,5,3.5,3180,14000,760000
6762813765,3,3.5,4380,6350,740500
6762813864,4,2,1640,6000,735000
6762813965,2,2,1240,9119,727500
6762814017,4,2.5,2130,3420,725000
6762814042,4,2,2270,5760,724950
6762814172,3,3.25,3060,9055,715000
6762814506,3,3.5,2630,4713,695000
6762814863,4,2.5,2780,35000,674250
6762815073,5,3.5,3160,5175,660000
6762815101,3,2.5,2990,9413,659950
6762815500,4,2.5,2260,5172,640000
6762815540,5,3.25,3340,4166,637850
6762815544,4,2.5,2120,3220,637250
6762815719,5,2.75,2830,11795,628000
6762816337,4,2.5,2990,5122,600000
6762816703,5,2.25,2480,12614,585000
6762816773,2,1.75,1930,11200,581000
6762816869,3,1.75,1800,4429,579000
6762817088,3,2.5,2420,11953,570000
6762817659,3,1.5,2440,7200,550000
6762817882,3,2.5,1990,4936,544900
6762818199,4,1.75,1520,15398,533250
6762818294,3,2.75,2100,20150,530000
6762819591,3,1.75,2180,14734,488000
6762819756,2,1,1620,3880,481000
6762819884,3,1.75,1210,6175,478000
6762819913,2,2.25,1140,1332,476000
6762819917,4,1.75,1880,4175,475999
6762820155,3,1,1400,4914,470000
6762820865,4,2,1570,7320,450000
6762820866,3,2.75,2240,3360,450000
6762821194,5,2.5,2000,3600,441000
6762822213,3,2.5,2080,16050,418000
6762822214,4,3.25,3266,5969,418000
6762822450,2,1,1110,3943,410500
6762822668,3,1.75,1520,7252,405000
6762823145,4,3,2500,6278,395000
6762823304,4,1.75,2690,46609,390000
6762823305,4,2.5,2560,43560,390000
6762823425,2,1.5,1010,948,387000
6762823674,4,3.25,2864,8035,380000
6762823913,3,2.25,2120,18500,375000
6762823914,3,1,1000,6947,375000
6762824289,2,1,920,6600,365000
6762825127,3,2.5,1930,4000,345500
6762825183,3,1,1340,9339,345000
6762825700,3,2.5,1520,3041,333000
6762826382,4,2.25,2380,7400,319000
6762826383,3,2.5,2110,7434,319000
6762826526,6,2.75,2940,7350,315000
6762826527,2,1,900,8556,315000
6762826937,4,2.5,2430,5959,305000
6762827018,4,2.5,1990,5511,302500
6762827241,4,2.25,1600,15312,299500
6762827306,4,2.5,2420,3825,298000
6762827642,3,2.25,1760,7023,289200
6762828068,3,2.5,1450,4106,279000
6762828109,3,2.5,2100,6021,277950
6762828296,4,2.25,2090,7400,274000
6762828562,3,1,1090,22080,267500
6762829266,2,1,1420,21158,250000
6762830168,3,1.75,1550,9060,225000
6762830169,3,1,1410,5000,225000
6762830348,2,2.5,809,940,219000
6762830375,2,2,1070,8400,217500
6762830497,3,1,1570,9650,212644
6762830615,3,1.75,1250,8084,209000
6762830809,3,1,1480,5600,200000
6762830943,3,1.5,1100,32700,194820
6762810416,3,2.25,2750,6203,1650000
6762815438,3,2.75,2030,7700,643000
6762823508,4,1.75,1970,10358,385000
6762825658,2,2.5,980,1013,334900
6762828520,4,1,800,8775,268750
6762828728,3,1.75,1540,6273,263500
6762829504,2,1,670,1675,245000
6762816385,3,1,1620,3000,599995
6762820743,3,2.5,1690,4000,452000
6762822764,3,2,1720,7704,402000
6762831119,2,0.75,900,9600,180250
6762810058,3,3.5,4490,56609,3120000
6762810111,5,4.75,5410,13431,2540000
6762810594,4,3.5,4300,108865,1450000
6762810760,3,2.5,2280,5000,1330000
6762810814,6,3.5,6563,32670,1300000
6762811542,5,3.25,3970,8029,995000
6762811773,4,1.75,2210,19025,950000
6762811774,5,2,2940,5500,950000
6762812028,3,1.5,1340,6000,907000
6762812039,4,3,3370,9496,905000
6762812400,5,2.75,3460,7977,858450
6762812994,4,2.25,2510,9963,800000
6762813321,4,2.5,3060,6826,775000
6762813340,4,2.5,3410,179419,774950
6762814094,3,2.5,3170,7187,720000
6762815652,3,2.5,1909,1300,630500
6762815806,3,2.25,1970,4564,625000
6762816605,3,2,2080,12094,589950
6762816613,4,2.5,3190,7941,589450
6762817043,4,1.75,1920,7455,571500
6762817089,4,2.5,2890,5801,570000
6762817141,3,2,1990,3000,569000
6762817362,3,2.5,2430,5128,560000
6762818586,4,1.75,2020,36400,521000
6762818622,3,2,1670,8800,520000
6762818762,4,2.75,2700,5150,515000
6762819385,3,2.25,1280,6250,495000
6762819574,2,1,850,2850,489000
6762819803,4,2.5,2870,35757,480000
6762819994,4,1.75,2160,19283,475000
6762819995,3,1.5,1240,8738,475000
6762820580,3,1,1170,3348,457000
6762820867,3,1,2020,8100,450000
6762821127,3,2.5,2020,7800,444950
6762821686,3,2.25,2020,2750,430000
6762821777,2,1.75,1980,44550,428000
6762822334,3,1,1570,11752,415000
6762822506,3,1.75,1530,26642,410000
6762822885,3,1.5,1510,7642,400000
6762823007,4,2.5,2800,4687,399000
6762823181,3,2,2620,10107,394250
6762823306,3,2.5,2500,21780,390000
6762823723,4,2.5,2580,4818,379950
6762823746,2,1,960,5096,379500
6762824458,4,2,1850,8827,360000
6762824459,4,2.5,1950,5451,360000
6762824621,2,1,1430,365904,356000
6762824928,3,1.5,1870,9000,350000
6762825367,2,1.75,1270,1916,340000
6762825612,4,2.5,2330,7050,335000
6762825613,3,2,1490,8847,335000
6762825738,3,1.75,1080,1306,331000
6762825739,3,1.75,1300,9079,331000
6762825879,3,1.75,2080,5969,329950
6762826062,4,1,2410,6975,325000
6762826188,3,1,1290,12231,323000
6762826528,4,1.75,1850,8580,315000
6762826983,3,2.25,1790,6930,304500
6762827226,3,2.25,2100,8163,299900
6762827433,4,2.5,1788,10183,294400
6762827581,3,2,1760,6600,290000
6762827582,2,2,1590,9375,290000
6762828348,3,3,2430,10500,272000
6762828848,4,1.75,1830,5375,260000
6762829050,3,1,1230,10170,255000
6762829343,2,1,560,7560,249900
6762829420,4,2,1750,8116,247000
6762829664,3,2,1190,10299,240000
6762829894,3,1.75,1420,8738,234000
6762830170,3,1,960,6500,225000
6762830290,3,1,1000,223462,220000
6762830358,3,1.5,1080,9774,218250
6762830403,3,1,1730,7950,216000
6762830448,3,1,1260,7897,215000
6762830577,2,1,970,8874,210000
6762830625,2,1,840,4200,208417
6762830838,2,1,860,5000,199988
6762831111,3,1,1160,18055,182000
6762831369,3,1,960,8291,158800
6762810203,4,3.75,5150,453895,2140000
6762810400,4,3.75,7620,29536,1680000
6762810788,5,3,3650,16600,1310000
6762810907,4,4.25,4980,13000,1250000
6762810956,5,2.25,3440,5000,1230000
6762811617,3,1.5,2390,4000,978000
6762811914,5,3.5,3420,4216,925000
6762813125,3,1.75,2050,4080,790000
6762813322,4,1.75,2090,5050,775000
6762813323,3,2,1160,13747,775000
6762813544,3,2.75,2610,11290,757000
6762813644,4,2.75,2640,3750,750000
6762814018,4,1.75,2700,6000,725000
6762814282,4,2.25,2920,17023,707000
6762814382,4,1.75,1730,6500,700000
6762814829,3,1.75,2130,4400,675000
6762815018,4,2,1530,4080,664000
6762815019,6,2.5,3190,12196,664000
6762815411,2,2.25,2770,11884,645000
6762815592,3,2.5,3610,26359,635000
6762815974,4,2.25,1880,3000,616500
6762816540,3,1.75,1560,7424,592000
6762816970,8,3,3840,15990,575000
6762817294,4,1.75,2060,4080,562000
6762817363,3,3.25,1530,1786,560000
6762817407,2,3,1650,960,559000
6762817514,2,1,820,3700,554000
6762817772,3,2,1340,3000,549000
6762818295,4,2.5,2000,4700,530000
6762818883,4,2.5,2010,9075,510000
6762819007,4,2.5,2420,5006,505000
6762819153,4,2,2760,27631,500000
6762819154,4,4.5,2690,7350,500000
6762819155,4,2,2280,7200,500000
6762819592,3,1,1600,6250,488000
6762820068,3,2.25,1620,12309,473000
6762820646,3,1.75,1760,11371,455000
6762821166,4,2.25,1840,7575,442500
6762821336,2,1.5,1130,1340,439108
6762821398,3,2,1760,2875,437500
6762821399,3,1,1630,16393,437500
6762821608,2,2,1400,10052,431750
6762821987,4,3.25,3266,5398,424950
6762822172,3,1.5,1400,1091,419500
6762822669,4,2.75,2360,7716,405000
6762822787,4,2.5,2578,4554,400950
6762823008,2,1,700,3400,399000
6762823088,3,1,1980,9540,396000
6762823307,3,2,1910,11576,390000
6762824100,2,1,1270,1399,370000
6762824460,6,1.75,2230,10080,360000
6762824767,4,2.5,1912,5000,353000
6762825021,1,1,1230,9300,349950
6762825184,3,1,1620,10610,345000
6762825368,3,1,1710,10190,340000
6762825982,4,1.75,2290,7380,326000
6762825988,3,1.5,1540,8110,325500
6762826301,2,2.25,1550,1827,320000
6762826938,2,1,1000,8212,305000
6762827279,4,2.5,1820,7575,299000
6762827866,3,2,1820,15068,283000
6762828069,3,2,1640,5650,279000
6762828939,4,3,2710,7199,258000
6762830094,1,2,1150,9812,227000
6762830370,4,1,1640,10455,218000
6762830397,3,2.5,1650,5000,216300
6762830929,2,1,720,9520,195000
6762830999,3,1.75,1520,9600,190000
6762831018,3,1,920,6460,189950
6762831439,2,1,720,212137,150000
6762831440,2,1,720,4120,150000
6762810205,4,2.75,3190,19513,2130000
6762810356,4,3.5,4440,20668,1730000
6762810444,4,2.75,4270,5432,1610000
6762810499,5,2.5,2870,16238,1560000
6762810546,4,3.75,3770,4000,1500000
6762811860,3,1.5,1870,3300,933000
6762812076,3,1.5,2160,2260,900000
6762812655,4,2.5,3450,35100,832500
6762812830,5,3.25,3230,5000,815000
6762813645,4,3.5,3050,7020,750000
6762813726,4,2.75,2110,8190,746000
6762813924,4,2.75,3660,150282,730000
6762814215,4,2.25,2410,16650,711800
6762814306,3,3,1970,20978,705000
6762814435,2,2.5,2390,7489,699950
6762815074,3,2,2080,8000,660000
6762815299,3,2.75,1540,1251,650000
6762816067,3,3,2330,10327,612000
6762816829,3,2.5,2180,40278,580000
6762816971,3,1.75,2270,10136,575000
6762817222,4,2.5,2520,13156,565000
6762817275,3,2,1580,5289,563000
6762818484,1,1,830,3200,525000
6762819386,2,1.75,1850,2530,495000
6762819557,3,2,1580,4010,489950
6762819662,4,3.5,3273,5115,485000
6762820200,3,2.25,2620,10659,469000
6762821104,2,1.5,1510,2001,445000
6762821508,3,1.75,1750,16748,435000
6762821917,4,2.25,2200,8384,425000
6762822105,5,2.75,2540,27007,420000
6762823146,4,2.5,2250,6840,395000
6762824572,5,2.5,2390,8775,358000
6762824600,5,2.75,1540,4000,357000
6762824687,3,1.5,1240,15867,355000
6762825185,3,1,1390,2640,345000
6762826150,3,2.5,1560,9600,324950
6762827211,3,2.5,1320,3150,299950
6762827394,3,2.5,1690,4102,295000
6762829267,3,1.75,1910,10230,250000
6762829268,4,3,1800,2500,250000
6762830228,3,2,1670,6824,223000
6762830449,3,1.75,1280,10016,215000
6762830656,2,1,1130,8160,207000
6762830969,3,1.75,1240,10361,192000
6762831481,3,1.5,1200,2002,140000
6762831581,1,1,560,5700,106000
6762811635,4,3.5,3130,52322,975000
6762822959,3,2.5,1230,922,399950
6762819299,4,2.5,3216,5902,498445
6762830110,3,1,1520,7200,226000
6762831602,3,1,980,2490,90000
6762811496,3,2.25,3040,52302,1000000
6762810230,5,3.5,5230,8960,1990000
6762810276,4,4.25,4285,9345,1890000
6762810429,3,3.5,4660,21164,1640000
6762810529,6,3.5,3720,11690,1520000
6762810611,5,3.5,3420,8000,1440000
6762810612,4,2.75,2660,9547,1440000
6762810988,4,2.25,3270,6000,1210000
6762811051,4,3.25,3960,12895,1190000
6762811233,4,2.5,3830,13800,1100000
6762811403,4,4,4090,51908,1040000
6762811775,4,4,5635,9695,950000
6762811861,4,2.5,3640,6389,932990
6762812009,5,3,2640,5096,910000
6762812046,2,1.5,1140,7800,903000
6762812645,3,2.25,2550,4089,834000
6762812701,3,1.75,1740,8560,827235
6762812995,6,4.25,5480,189050,800000
6762813047,4,3.5,3290,20107,799000
6762813062,3,2.75,2590,12063,796500
6762813324,3,1.75,3520,12350,775000
6762814194,5,2.75,2920,9163,713500
6762814885,3,1,1220,8573,672000
6762814956,3,1,1400,1581,667000
6762815075,4,1.5,1960,4500,660000
6762815196,4,2.5,2160,7000,653000
6762815412,3,2.25,3280,79279,645000
6762815593,3,1.5,2240,5300,635000
6762815636,4,1.5,2720,37258,632500
6762816013,3,1.75,2220,7224,615000
6762816208,4,1.75,2250,5562,605000
6762816423,4,2,3410,15143,599000
6762816972,2,1.75,1840,4076,575000
6762816973,4,2.75,1610,11201,575000
6762817039,4,1.75,1710,8947,571900
6762817364,3,2.5,2020,11935,560000
6762817479,4,1.75,2260,11000,555000
6762817480,4,2.25,1720,2300,555000
6762818094,4,2.5,2520,4831,536000
6762818763,2,1,910,4725,515000
6762818764,5,2.75,2980,4502,515000
6762819156,3,1.5,2220,8994,500000
6762819157,4,2.5,1900,5001,500000
6762819387,4,3,3620,403693,495000
6762819514,3,1.75,1600,6250,490000
6762819804,3,1,1160,8800,480000
6762820225,4,2.5,3160,7210,467500
6762820238,3,1.75,2660,5511,467000
6762820313,3,1.75,1480,6360,465000
6762820479,2,1,1430,12092,460000
6762820480,4,2.25,2690,36114,460000
6762820708,3,2.5,1650,1838,453000
6762820868,4,2.75,2900,6400,450000
6762821148,2,1,1130,5413,443000
6762821687,2,1.5,1090,4013,430000
6762821810,3,1.75,1680,8610,427000
6762821918,3,1.75,1530,9800,425000
6762822106,3,1,1240,7300,420000
6762822670,2,1.5,1370,4102,405000
6762822782,3,2.75,2020,9505,401000
6762822789,4,1.75,1690,7680,400375
6762822886,3,2.5,2580,214315,400000
6762823509,4,2.5,1950,7350,385000
6762823915,3,3.25,1370,1227,375000
6762824191,3,1.5,1560,7884,368000
6762824340,4,1,1020,11383,364000
6762824527,3,2.5,1850,10800,359782
6762824688,3,2.5,1880,5290,355000
6762824689,5,2.5,2540,5100,355000
6762824929,3,1,1010,7680,350000
6762824930,4,2.25,2190,3850,350000
6762825186,2,1.75,1820,8409,345000
6762825284,3,2.25,1200,2845,342000
6762825614,3,1,980,9903,335000
6762825813,2,1,950,3090,330000
6762826302,4,1.75,1730,9520,320000
6762827148,3,1.75,1810,21138,300000
6762827280,3,2.5,2450,7062,299000
6762827717,4,2.5,1610,4052,286950
6762827858,5,2.75,2770,6116,283450
6762827978,2,1.5,1190,1265,280000
6762828545,3,1.75,1370,4000,268000
6762828849,3,2.5,1850,7875,260000
6762828924,3,2.25,1400,10436,258900
6762828940,3,2,1790,7879,258000
6762829051,3,2,930,11475,255000
6762829132,3,2,1290,5000,253000
6762829269,3,1,1060,52272,250000
6762829404,2,1,700,6046,247500
6762829665,4,2.5,1980,7264,240000
6762830001,3,1,1060,10228,230000
6762830060,2,1,810,5100,229000
6762830171,4,2.5,1700,6031,225000
6762830291,2,2.5,1000,1092,220000
6762831135,3,1,1960,9583,180000
6762831150,3,1,1130,9907,179950
6762831181,3,1.5,1390,1882,175003
6762810867,4,2.25,2870,6000,1270000
6762811449,6,2.25,2550,5000,1020000
6762811685,4,2.5,4070,57587,965000
6762811795,4,2.75,2980,42253,949000
6762811915,4,2.5,3540,18168,925000
6762812996,4,2.5,4600,67369,800000
6762813094,3,1.5,1960,2400,792500
6762813239,3,1,1660,4400,780000
6762813537,3,2.25,1640,1873,759000
6762813560,3,2.75,2870,6600,755000
6762813899,3,2.5,1960,3060,732000
6762814019,3,1,940,8377,725000
6762814307,2,2.5,2300,6400,705000
6762814507,5,1.75,1790,9335,695000
6762814997,4,1.75,2280,3680,665000
6762815300,6,2.75,3610,10003,650000
6762815301,4,2,1610,8976,650000
6762815807,3,2.5,1860,10027,625000
6762816830,5,2.5,2720,5000,580000
6762817090,6,2.5,3370,15625,570000
6762817481,4,1.75,2350,6200,555000
6762817660,3,2,1650,3952,550000
6762817738,4,2.5,2720,13500,549950
6762817855,4,2.5,2500,50595,545000
6762818063,3,3.5,2620,10137,538000
6762818157,2,2,1370,3827,535000
6762818360,3,2.75,2160,4086,528000
6762818623,4,2.5,2490,34947,520000
6762818711,3,3,2330,7304,516000
6762818884,3,2,2350,266151,510000
6762818974,2,1,1060,3588,506000
6762818978,3,2.5,1300,1187,505500
6762819996,3,2.5,1460,4961,475000
6762819997,4,2.5,2240,7245,475000
6762820253,4,2.25,2170,8050,466000
6762820314,3,2.5,1450,5175,465000
6762820869,3,2,1150,4500,450000
6762820870,3,2.25,2530,27227,450000
6762820871,2,1,950,4560,450000
6762821027,5,2.5,2250,7945,446950
6762821134,3,2.25,1460,968,443750
6762821277,4,1.5,1690,3245,440000
6762821278,4,2.25,2600,28600,440000
6762821432,4,2.5,2495,5751,436000
6762821583,6,2,3080,5500,432500
6762821919,3,2.5,1630,10762,425000
6762822107,2,1,2100,4480,420000
6762822108,3,3.5,1900,2133,420000
6762822507,3,1.5,2270,8187,410000
6762822508,3,3.25,2650,7819,410000
6762822709,3,1.75,1720,7202,404000
6762822726,2,1,720,3255,403000
6762822887,3,1.75,1920,9102,400000
6762823009,3,1,1460,8290,399000
6762823308,3,2.5,2350,5100,390000
6762823366,3,2.5,2160,59241,389900
